Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
GNL^D,Global Net Lease Inc. 7.50% Series D Cumulative Redeemable Perpetual Preferred Stock,,United States,,7907,,
GNL^E,Global Net Lease Inc. 7.375% Series E Cumulative Redeemable Perpetual Preferred Stock,,United States,,7679,,
GNLN,Greenlane Holdings Inc. Class A Common Stock,1712509,United States,2019,42196,Consumer Discretionary,Durable Goods
GNPX,Genprex Inc. Common Stock,6121789,United States,2018,34800,Health Care,Biotechnology: Pharmaceutical Preparations
GNT^A,GAMCO Natural Resources Gold & Income Tust  5.20% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),,United States,,15951,,
GODN,Golden Star Acquisition Corporation Ordinary Shares,0,United States,2023,58,Finance,Blank Checks
GODNR,Golden Star Acquisition Corporation Rights,0,United States,2023,2,Finance,Blank Checks
GODNU,Golden Star Acquisition Corporation Unit,0,United States,2023,55,Finance,Blank Checks
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,0,United States,,734590,Finance,Finance/Investors Services
GORO,Gold Resource Corporation Common Stock,23379748,United States,,614669,Basic Materials,Precious Metals
GOVX,GeoVax Labs Inc. Common Stock,4670385,United States,,69924,Health Care,Biotechnology: Pharmaceutical Preparations
GOVXW,GeoVax Labs Inc. Warrants,56914,United States,,7400,Health Care,Biotechnology: Pharmaceutical Preparations
GPAC,Global Partner Acquisition Corp II Class A Ordinary Share,0,United States,2021,20,Finance,Blank Checks
GPAK,Gamer Pakistan Inc. Common Stock,7088029,United States,2023,115613,,
GPMT^A,Granite Point Mortgage Trust Inc. 7.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,4025,,
GRBK^A,Green Brick Partners Inc. Depositary Shares (each representing a 1/1000th fractional interest in a share of 5.75% Series A Cumulative Perpetual Preferred Stock),,United States,,12780,,
GRDIW,GRIID Infrastructure Inc. Warrant,6561630,United States,,18000,Technology,EDP Services
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,27307503,United States,,814211,Finance,Investment Bankers/Brokers/Service
GRF,Eagle Capital Growth Fund Inc. Common Stock,0,United States,,781,Finance,Finance/Investors Services
GRI,GRI Bio Inc. Common Stock,523056,United States,2021,202266,Health Care,Biotechnology: Pharmaceutical Preparations
GROM,Grom Social Enterprises Inc. Common Stock,1457965,United States,,34088,Technology,Computer Software: Programming Data Processing
GROMW,Grom Social Enterprises Inc. Warrants,5805096,United States,,583,Technology,Computer Software: Programming Data Processing
GROW,U.S. Global Investors Inc. Class A Common Stock,36590300,United States,,17240,Finance,Investment Managers
GRTX,Galera Therapeutics Inc. Common Stock,13326082,United States,2019,1236522,Health Care,Biotechnology: Pharmaceutical Preparations
GRYP,Gryphon Digital Mining Inc Common Stock,1009322,United States,2018,177629,,
GS^A,Goldman Sachs Group Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A,,United States,,39660,,
GS^C,Goldman Sachs Group Inc. (The) Depositary Share repstg 1/1000th Preferred Series C,,United States,,5904,,
GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg,,United States,,121463,,
GS^K,Goldman Sachs Group Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K,,United States,,53383,,
GTAC,Global Technology Acquisition Corp. I Class A Ordinary Shares,0,United States,2021,2,Finance,Blank Checks
GTBP,GT Biopharma Inc. Common Stock,5936722,United States,,4163,Health Care,Biotechnology: Pharmaceutical Preparations
GTIM,Good Times Restaurants Inc. Common Stock,29095074,United States,,24193,Consumer Discretionary,Restaurants
GTLS^B,Chart Industries Inc. Depositary Shares each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock,,United States,,23101,,
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,0,United States,2021,122864,Finance,Trusts Except Educational Religious and Charitable
GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,,United States,,8066,,
GUTS,Fractyl Health Inc. Common Stock,0,United States,2024,210643,,
GVP,GSE Systems Inc. Common Stock,4745179,United States,,93166,Technology,Computer Software: Prepackaged Software
GWAV,Greenwave Technology Solutions Inc. Common Stock,10760448,United States,,382771,Consumer Staples,Packaged Foods
GXAI,Gaxos.ai Inc. Common Stock,5949185,United States,2023,349021,Technology,Computer Software: Prepackaged Software
GYRO,Gyrodyne LLC Common Stock,12594464,United States,,2699,Real Estate,Building operators
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,,United States,,40789,Finance,Major Banks
HCMA,HCM Acquisition Corp Class A Ordinary Shares,0,United States,2022,102742,Finance,Blank Checks
HCMAW,HCM Acquisition Corp Warrant,0,United States,2022,23498,Finance,Blank Checks
HCTI,Healthcare Triangle Inc. Common Stock,8127387,United States,2021,138902,Technology,Retail: Computer Software & Peripheral Equipment
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,0,United States,2021,10,Finance,Blank Checks
HCVIU,Hennessy Capital Investment Corp. VI Unit,0,United States,2021,100,Finance,Blank Checks
HCVIW,Hennessy Capital Investment Corp. VI Warrant,0,United States,2021,127874,Finance,Blank Checks
HEI/A,Heico Corporation,,United States,,187023,,
HEPA,Hepion Pharmaceuticals Inc. Common Stock,11277973,United States,,60869,Health Care,Biotechnology: Pharmaceutical Preparations
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,0,United States,2011,49508,Finance,Investment Managers
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,40083310,United States,2010,142,Finance,Savings Institutions
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,0,United States,2017,245089,Finance,Finance/Investors Services
HFRO^A,Highland Opportunities and Income Fund 5.375% Series A Cumulative Preferred Shares,,United States,,5659,,
HGAS,Global Gas Corporation Class A Common Stock,10989108,United States,2021,49501,Finance,Investment Bankers/Brokers/Service
HGASW,Global Gas Corporation Warrant,219782,United States,2021,16790,Finance,Investment Bankers/Brokers/Service
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,0,United States,2014,12060,Finance,Trusts Except Educational Religious and Charitable
HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G $0.01 par value,,United States,,15614,,
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,0,United States,,761618,Finance,Finance/Investors Services
HIX,Western Asset High Income Fund II Inc. Common Stock,0,United States,1998,1888462,Finance,Finance/Investors Services
HL^B,Hecla Mining Company Preferred Stock,,United States,,444,,
HLTH,Cue Health Inc. Common Stock,38642551,United States,2021,443805,Technology,Computer Software: Prepackaged Software
HLXB,Helix Acquisition Corp. II Class A Ordinary Shares,0,United States,2024,3297,,
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,0,United States,,4,Finance,Investment Managers
HNW,Pioneer Diversified High Income Fund Inc.,0,United States,2007,26068,Finance,Finance/Investors Services
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,21622262,United States,,18058,Consumer Discretionary,Services-Misc. Amusement & Recreation
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,57917,United States,,12423,Consumer Discretionary,Movies/Entertainment
HOLO,MicroCloud Hologram Inc. Ordinary Shares,33840819,United States,2021,1597800,Technology,Computer Software: Programming Data Processing
HOLOW,MicroCloud Hologram Inc. Warrant,558932,United States,2021,43126,Technology,Computer Software: Programming Data Processing
HOTH,Hoth Therapeutics Inc. Common Stock,5606905,United States,2019,5934,Health Care,Biotechnology: Pharmaceutical Preparations
HOUR,Hour Loop Inc. Common Stock,48764625,United States,2022,1736,Consumer Discretionary,Catalog/Specialty Distribution
HOVR,New Horizon Aircraft Ltd. Class A Ordinary Share,22236625,United States,2023,348097,Finance,Blank Checks
HOVRW,New Horizon Aircraft Ltd. Warrant,380229,United States,2023,14086,Finance,Blank Checks
HPCO,Hempacco Co. Inc. Common Stock,7015331,United States,2022,162891,Health Care, Medicinal Chemicals and Botanical Products 
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,0,United States,2002,18565,Finance,Finance Companies
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,0,United States,2002,71606,Finance,Trusts Except Educational Religious and Charitable
HPP^C,Hudson Pacific Properties Inc. 4.750% Series C Cumulative Redeemable Preferred Stock,,United States,,10849,,
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,0,United States,2003,53833,Finance,Investment Managers
HSCS,Heart Test Laboratories Inc. Common Stock,11392843,United States,2022,12098235,Health Care,Medical Specialities
HSCSW,Heart Test Laboratories Inc. Warrant,3180582,United States,2022,1395,Health Care,Medical Specialities
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),4015760,United States,,356645,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HSON,Hudson Global Inc. Common Stock,39579364,United States,,1548,Consumer Discretionary,Professional Services
HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,0,United States,2023,2665,Finance,Blank Checks
HSPOR,Horizon Space Acquisition I Corp. Right,0,United States,2023,42217,Finance,Blank Checks
HSPOW,Horizon Space Acquisition I Corp. Warrant,0,United States,2023,25600,Finance,Blank Checks
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,0,United States,2004,81013,Finance,Finance Companies
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,0,United States,,30197,Finance,Trusts Except Educational Religious and Charitable
HUDA,Hudson Acquisition I Corp. Common Stock,0,United States,2022,13905,Finance,Blank Checks
HUDAR,Hudson Acquisition I Corp. Right,0,United States,2022,201,Finance,Blank Checks
HUSA,Houston American Energy Corporation Common Stock,14505449,United States,,68557,Energy,Oil & Gas Production
HVT/A,Haverty Furniture Companies Inc.,,United States,,1622,,
HWH,HWH International Inc. Common Stock,16223301,United States,2022,4047,Health Care,Other Pharmaceuticals
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,,United States,,6217,,
HYB,New America High Income Fund Inc. (The) Common Stock,0,United States,1988,19925,Finance,Investment Managers
HYFM,Hydrofarm Holdings Group Inc. Common Stock,38559130,United States,2020,140738,Industrials,Industrial Machinery/Components
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,39820169,United States,2018,62781,Basic Materials,Precious Metals
HYMCL,Hycroft Mining Holding Corporation Warrants,406287,United States,,6000,Basic Materials,Precious Metals
HYMCW,Hycroft Mining Holding Corporation  Warrant,382031,United States,2018,1106,Basic Materials,Precious Metals
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,0,United States,2003,307604,Finance,Finance Companies
HYZNW,Hyzon Motors Inc. Warrants,6345573,United States,2020,950,Consumer Discretionary,Construction/Ag Equipment/Trucks
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,0,United States,2007,47921,Finance,Trusts Except Educational Religious and Charitable
IAF,abrdn Australia Equity Fund Inc. Common Stock,0,United States,1985,63447,Finance,Finance/Investors Services
IBIO,iBio Inc. Common Stock,4250805,United States,,72236,Health Care,Biotechnology: Pharmaceutical Preparations
ICCC,ImmuCell Corporation Common Stock,41079579,United States,1987,4004,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ICCH,ICC Holdings Inc. Common Stock,47093970,United States,2017,1794,Finance,Property-Casualty Insurers
ICCT,iCoreConnect Inc. Common stock,12890120,United States,,41002,Technology,Computer Software: Prepackaged Software
ICMB,Investcorp Credit Management BDC Inc. Common Stock,48230355,United States,2014,33862,Finance,Finance/Investors Services
ICU,SeaStar Medical Holding Corporation Common Stock,27176399,United States,2021,2546118,Health Care,Biotechnology: Pharmaceutical Preparations
ICUCW,SeaStar Medical Holding Corporation Warrant,5598730,United States,2021,312215,Health Care,Biotechnology: Pharmaceutical Preparations
IDAI,T Stamp Inc. Class A Common Stock,9874823,United States,,151774,Technology,Computer Software: Prepackaged Software
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,0,United States,2010,85037,Finance,Finance/Investors Services
IDEX,Ideanomics Inc. Common Stock,13409028,United States,,659944,Consumer Discretionary,Auto Manufacturing
IDN,Intellicheck Inc. Common Stock,34837803,United States,1999,17774,Technology,Computer Software: Prepackaged Software
IFN,India Fund Inc. (The) Common Stock,0,United States,,119352,Finance,Finance/Investors Services
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,0,United States,2005,28398,Finance,Investment Managers
IGC,IGC Pharma Inc. Common Stock,21370157,United States,,213782,Health Care,Biotechnology: Pharmaceutical Preparations
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,0,United States,2005,263115,Finance,Trusts Except Educational Religious and Charitable
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,0,United States,2009,8708,Finance,Investment Managers
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,0,United States,2004,409240,Finance,Finance Companies
IGTA,Inception Growth Acquisition Limited Common Stock,0,United States,2022,2951,Finance,Blank Checks
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,0,United States,2011,6956,Finance,Investment Managers
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,14409290,United States,1999,1585,Finance,Investment Bankers/Brokers/Service
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,0,United States,1994,27669,Finance,Trusts Except Educational Religious and Charitable
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,,United States,,3308,,
