Ticker,Financial_currentPrice,Financial_totalCash,Financial_totalCashPerShare,Financial_ebitda,Financial_totalDebt,Financial_quickRatio,Financial_currentRatio,Financial_totalRevenue,Financial_debtToEquity,Financial_revenuePerShare,Financial_returnOnAssets,Financial_returnOnEquity,Financial_freeCashflow,Financial_ebitdaMargins,Financial_profitMargins,KeyStats_enterpriseValue,KeyStats_sharesOutstanding,KeyStats_heldPercentInsiders,KeyStats_priceToBook,KeyStats_enterpriseToEbitda,SharePurchase_period,SharePurchase_buyInfoCount,SharePurchase_buyInfoShares,SharePurchase_buyPercentInsiderShares,SharePurchase_sellInfoCount,SharePurchase_sellInfoShares,SharePurchase_sellPercentInsiderShares,SharePurchase_netInfoCount,SharePurchase_netInfoShares,SharePurchase_netPercentInsiderShares,SharePurchase_totalInsiderShares
SVT,13.27,158000,0.063,-1646000,2164000,1.283,3.143,48373000,9.012,19.772,-0.042600002,-0.17407,754125,-0.03403,-0.25981,35130720,2496210,0.55455,1.3794179,-21.343,6m,0,0,,0,,,0,0,,1384273
SWAG,1.43,19692764,1.06,-538457,1318678,2.14,2.85,70860592,3.413,3.87,-0.02069,0.0014200001,-1265645,-0.0076,0.00077,8185433,18573100,0.52023,0.6855225,-15.202,6m,0,0,,0,,,0,0,,9662280
SWAGW,0.0633,19692764,1.06,-538457,1318678,2.14,2.85,70860592,3.413,3.87,-0.02069,0.0014200001,-1265645,-0.0076,0.00077,,,,0.030345159,,6m,0,0,,0,,,0,0,,0
SWSS,10.62,26187,0.004,,130715,0.01,0.055,,,,-0.00909,,1734479,0.0,0.0,74568152,7011640,0.61926,,,6m,0,0,,0,,,0,0,,4342029
SWSSU,11.0,26187,0.004,,130715,0.01,0.055,,,,-0.00909,,1734479,0.0,0.0,77232576,,0.0,,,6m,0,0,,0,,,0,0,,0
SWSSW,0.05,26187,0.004,,130715,0.01,0.055,,,,-0.00909,,1734479,0.0,0.0,,,,8.333333,,6m,0,0,,0,,,0,0,,0
SWZ,7.835,3704886,0.285,,0,2.629,2.649,2976616,,0.229,0.0046,0.16812,2672797,0.0,6.7987404,98077288,12990700,0.00204,0.807399,,6m,0,0,,0,,,0,0,,26501
SXTP,0.305,2218540,0.383,-3895991,188166,0.95,3.585,202025,2.888,0.065,-0.45497,,-7358522,0.0,0.0,9558419,11071000,0.32808998,,-2.453,6m,0,0,,0,,,0,0,,1902769
SXTPW
SYBX,1.85,33415000,3.636,-59655000,18199000,3.654,4.132,708000,41.929,0.151,-0.39734,-0.82658,-35190376,0.0,0.0,1784303,9189350,0.1288,0.19599535,-0.03,6m,71,83882461,0.0,17,67687,0.0,88,83814774,-1.014,1183588
SYF^A
SYF^B
SYPR,1.82,8409000,0.374,4316000,13558000,0.276,1.237,131200000,63.323,6.011,0.00641,-0.01938,1788625,0.032899998,-0.00287,46016460,22454600,0.65672994,1.9077569,10.662,6m,0,0,,0,,,0,0,,14746640
SYRA,1.88,18010,0.001,-2455723,2465679,0.481,0.519,5714671,,1.25,,,,-0.42972,-0.44722,28620348,5588300,0.12487,,-11.655,6m,0,0,,0,,,0,0,,1738395
T^A
T^C
TAIT,3.2969,8767000,1.456,1716000,0,8.84,11.498,6920000,,1.145,0.05455,0.10629,4964625,0.24798,0.25621,10681411,5258570,0.40839002,1.1674576,6.225,6m,0,0,,0,,,0,0,,2458989
TALKW
TARA,4.17,74034000,6.514,-42255000,5702000,10.969,11.485,,7.409,,-0.22444001,-0.64002997,-18704500,0.0,0.0,-25827262,11364900,0.16695,0.6158618,0.611,6m,0,0,,0,,,0,0,,1897370
TBIO,0.494,41454000,1.383,-34763000,49916000,1.842,2.074,30001000,107.372,1.009,-0.23905,-0.76492995,-19760750,-1.15873,-1.27226,52714560,29947800,0.37398997,0.8330523,-1.516,6m,0,0,,0,,,0,0,,11213606
TBLT,3.84,1834305,3.23,-47504096,4967901,0.203,0.741,89622600,60.062,309.748,-0.41805,-1.76685,14592946,-0.53005004,-0.57252,5291718,774497,0.0,0.26366383,-0.111,6m,0,0,,0,,,0,0,,0
TBMC,10.53,675515,0.075,,325085,0.723,0.88,,,,,,,0.0,0.0,94769216,9019500,0.30166999,,,6m,0,0,,0,,,0,0,,2720912
TCBS,13.45,25358000,8.55,,76896000,,,11060000,,3.621,-0.00169,-0.01338,,0.0,-0.06627,91991200,3208880,0.29806998,0.74297076,,6m,7,63522,0.076,2,20000,0.024,9,43522,0.051999997,884009
TCON,0.1951,8564000,0.188,-6884000,0,0.841,0.893,12045000,,0.368,-0.29156,,-3452250,-0.57152003,-0.29788,-31906,31144300,0.072680004,,0.005,6m,1,174508,0.022,1,4764008,0.603,2,-4589500,-0.581,3307267
TCRT,1.8293,11944000,0.746,-28386000,1171000,2.554,2.752,15000,8.424,0.001,-0.44873002,-1.5846001,-2175875,0.0,0.0,22373176,16041800,0.04404,2.1074886,-0.788,6m,79,7185211,0.0,14,523864,0.0,93,6661347,-1.118,705196
TDF,7.85,4380410,0.13,,0,0.795,1.479,4829341,,0.143,,,,0.0,0.0,256925616,25353100,0.0,0.73799,,6m,0,0,,0,,,0,0,,0
TDS^U
TDS^V
TEI,5.285,42225,,,50000000,0.164,0.265,26703048,17.942,,0.04557,0.12654,13388106,0.0,1.30556,,47228400,0.0,0.9218559,,6m,0,0,,0,,,0,0,,0
TENK,11.01,26523,0.003,,779875,0.023,0.073,,,,-0.01598,,,0.0,0.0,99184824,8941000,0.26656,,,6m,0,0,,0,,,0,0,,2383312
TENKR,0.17,26523,0.003,,779875,0.023,0.073,,,,-0.01598,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
TENX,4.43,11141136,37.351,-7443419,174466,18.5,19.732,,1.546,,-0.55987,-0.92305,-4573456,0.0,0.0,-9582651,1766020,0.0039399997,0.11707497,1.287,6m,20,15474080,0.0,1,12950,0.0,21,15461130,-1.0,1175
TFC^I
TFC^O
TFC^R
TFFP,7.775,9725755,4.112,-23414010,134955,8.833,9.538,932323,0.986,0.57,-0.85107005,-1.50435,-9643850,0.0,0.0,10798457,2365340,0.05012,1.3432964,-0.461,6m,54,2516179,11.275,22,2620789,11.744,76,-104610,-0.469,118550
TGL,4.3769,1365483,1.234,-8443955,55436,1.275,1.94,53585512,1.504,163.474,-0.95728993,-2.12697,-4262597,-0.15758,-0.17493999,2561915,1106280,0.35349,1.1743762,-0.303,6m,4,2552220,0.0,1,1702899,0.0,5,849321,-1.853,391057
TGVC,11.11,8992,0.002,,469000,0.002,0.054,,,,-0.04638,,1918389,0.0,0.0,42352212,868670,0.33386,,,6m,0,0,,0,,,0,0,,1273782
TGVCU,10.345,8992,0.002,,469000,0.002,0.054,,,,-0.04638,,1918389,0.0,0.0,39929484,,0.0,,,6m,0,0,,0,,,0,0,,0
TGVCW
THAR,0.3815,10935352,0.931,,0,6.025,6.031,,,,-0.6702,-1.27006,-3900840,0.0,0.0,-6510668,11739700,0.01806,0.4903599,,6m,0,0,,0,,,0,0,,212018
THCP,10.28,203512,0.02,,0,0.043,0.049,,,,-0.01058,,3139286,0.0,0.0,103401800,10078300,0.66095,,,6m,0,0,,0,,,0,0,,6661277
THCPU,10.23,203512,0.02,,0,0.043,0.049,,,,-0.01058,,3139286,0.0,0.0,102897888,,0.0,,,6m,0,0,,0,,,0,0,,0
THCPW,0.145,203512,0.02,,0,0.043,0.049,,,,-0.01058,,3139286,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
THMO,0.8091,4018000,1.281,-4783000,8895000,0.493,0.779,9715000,272.602,5.411,-0.20336,-3.95617,723000,-0.49233,-1.48163,6022838,3136500,0.1043,0.5522867,-1.259,6m,1,654206,2.397,1,600000,2.198,2,54206,0.199,327137
THQ,20.09,,,,,,,,,,,,,0.0,0.0,,41356100,1.0000001e-05,,,6m,0,0,,0,,,0,0,,0
THW,12.93,,,,,,,,,,,,,0.0,0.0,,38113300,2.0000001e-05,,,6m,0,0,,0,,,0,0,,0
THWWW,0.02,105104000,1.034,344465984,227428992,0.559,0.583,589825984,67.233,5.879,0.22749001,0.69201,13677750,0.58401,0.28386,,,,,,6m,0,0,,0,,,0,0,,0
TISI,6.315,21483000,4.918,28177000,348032992,1.311,1.967,859774976,538.626,197.593,-0.00913,-6.1045003,62485376,0.03277,0.10976,353022624,4368420,0.02301,0.42694882,12.529,6m,0,0,,0,,,0,0,,100517
TIVC,1.265,5169000,3.526,-8248000,415000,5.3,6.455,1227000,7.199,2.734,-0.67836,-1.43105,-5844625,0.0,0.0,-2921385,1466090,0.00907,0.32171923,0.354,6m,0,0,,0,,,0,0,,13297
TLF,4.48,8623000,1.027,4160000,9865000,1.219,6.305,77752000,18.389,9.333,0.026719999,0.0437,8996625,0.0535,0.02931,38829460,8399240,0.0523,0.6956522,9.334,6m,0,0,,0,,,0,0,,439280
TLGY,11.27,58555,0.004,,1710719,0.028,0.069,,,,-0.0066799996,,-748216,0.0,0.0,148930576,7318180,0.0,,,6m,0,0,,0,,,0,0,,0
TLGYU,11.13,58555,0.004,,1710719,0.028,0.069,,,,-0.0066799996,,-748216,0.0,0.0,147101024,,0.0,,,6m,0,0,,0,,,0,0,,0
TLGYW,0.0298,58555,0.004,,1710719,0.028,0.069,,,,-0.0066799996,,-748216,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
TLIS,8.25,87996000,48.32,-69992000,20083000,10.414,10.596,2196000,24.625,1.227,-0.30745,-0.64525,-35950624,0.0,0.0,-52994960,1821130,0.08312,0.18402444,0.757,6m,0,0,,0,,,0,0,,151372
TLPH,1.27,13389000,0.79,-16831000,0,3.746,4.035,370000,,0.032,-0.32215,-0.51117,-3485375,0.0,0.0,7801336,16952500,0.0308,,-0.464,6m,0,0,,0,,,0,0,,522129
TLSIW,1.04,21383000,0.813,-47031000,1697000,2.626,3.121,16016000,19.993,1.01,-1.03845,-4.96214,-32410876,-2.9364998,-2.87656,,,,3.2298136,,6m,0,0,,0,,,0,0,,0
TMTC,10.675,62651,0.008,,0,0.604,1.151,,,,,,,0.0,0.0,86953952,8140000,0.16548,2135.0,,6m,0,0,,0,,,0,0,,1347007
TMTCR
TNON,1.2,3371000,1.364,-20383000,743000,1.343,1.609,2397000,29.519,1.64,-1.15221,-2.63218,-7681250,0.0,0.0,460807,2471050,0.15308,1.1776251,-0.023,6m,12,432008,11.063001,2,92781,2.3760002,14,339227,8.687,378267
TNXP,0.3661,6914000,0.29,-119913000,1150000,0.478,1.767,3989000,0.952,0.349,-0.40511,-0.692,-84437872,0.0,0.0,2893310,58614600,8.9999994e-05,0.053814497,-0.024,6m,0,0,,0,,,0,0,,2146
TOIIW,0.2586,87412000,1.185,-52064000,117496000,4.209,4.714,309875008,163.532,4.219,-0.14326,-0.75403,-30299876,-0.16802,-0.24306999,,,,,,6m,0,0,,0,,,0,0,,0
TOMZ,0.7103,1410697,0.084,-2529291,784970,1.937,4.4,8638391,8.279,0.436,-0.12952,-0.27087998,-1521019,-0.2928,-0.33361998,11731373,19924000,0.27645,1.0713425,-4.638,6m,0,0,,0,,,0,0,,4647542
TOVX,0.4902,31160000,1.828,-23609000,2222000,3.744,3.977,,5.063,,-0.21150999,-0.37849,-20508250,0.0,0.0,-17783170,17042800,0.01944,0.20298137,0.753,6m,0,0,,0,,,0,0,,331311
TPCS,4.8712,391245,0.045,-1236394,12757476,0.658,0.916,30496254,99.394,3.515,-0.047909997,-0.20569,-87859,-0.04054,-0.09588,56266016,8777430,0.11428001,3.325051,-45.508,6m,0,0,,0,,,0,0,,1001370
TPGXL
TPZ,14.8681,,,,,,,,,,,,,0.0,0.0,,5890170,0.0037200002,,,6m,0,0,,0,,,0,0,,0
TRNR,0.3774,30000,0.002,-52546000,7600000,0.026,0.313,973000,,0.108,-1.56722,-8.86591,2089000,0.0,0.0,13724670,14313200,0.23301001,,-0.261,6m,0,0,,0,,,0,0,,3335115
TRON,11.51,18970,0.003,,0,0.005,0.039,,,,-0.04089,,772187,0.0,0.0,74625840,6335210,0.70637,,,6m,1,4475000,11.023001,1,300000,0.739,2,4175000,10.284,4580960
TRONW,0.0873,18970,0.003,,0,0.005,0.039,,,,-0.04089,,772187,0.0,0.0,,,,0.40416667,,6m,0,0,,0,,,0,0,,0
TRT,5.7158,16757000,4.019,6498000,3976000,2.344,2.724,41089000,12.611,10.023,0.01132,0.02917,6843375,0.15814,0.021710001,11076464,4169560,0.37508,0.7564584,1.705,6m,0,0,,0,,,0,0,,1563916
TRTN^A
TRTN^B
TRTN^C
TRTN^D
TRTN^E
TRTX^C
TRUG,1.25,7829945,1.053,-6639902,9387069,0.939,1.281,20354256,,2.737,,,,-0.32622,-0.44623002,10332784,11538300,0.64897,,-1.556,6m,0,0,,0,,,0,0,,4826390
TRVN,0.575,34952000,2.304,-34157000,35313000,5.707,6.413,3207000,995.013,0.296,-0.44834998,-2.42138,-25154500,0.0,0.0,8939774,18321000,0.00922,2.3858922,-0.262,6m,0,0,,0,,,0,0,,139894
TSI,4.6798,,,,1400000,0.261,0.285,14788085,0.585,0.309,0.025799999,0.0368,,0.0,0.60424,,47785400,0.07412,0.9342783,,6m,0,0,,0,,,0,0,,3541856
TSRI,8.157,9615040,4.485,2577432,695580,3.239,3.317,93373584,4.007,43.599,0.059899997,0.10065,1109982,0.0276,0.01692,8679457,2143710,0.6071,1.0135436,3.367,6m,0,0,,0,,,0,0,,1301447
TTNP,7.12,8096000,10.783,-7353000,597000,4.353,5.305,305000,7.34,0.409,-0.61114,-1.05538,-5242125,0.0,0.0,-2152197,753314,0.51142,0.65737236,0.293,6m,27,4677657,0.0,1,3747968,0.0,28,929689,-1.704,383981
TTOO,4.9599,24319000,6.004,-46163000,49476000,0.459,0.593,10997000,,7.933,-0.67639,,-22362624,0.0,0.0,45084448,4932460,0.0055199997,,-0.977,6m,147,54536316,0.0,58,49018984,0.0,205,5517330,-1.0040001,22357
TTP,30.1328,,,,15931082,0.617,0.728,2555603,22.914,1.271,0.0095999995,0.06067,240134,0.0,1.6977,,2010570,0.0040599997,0.8713938,,6m,0,0,,0,,,0,0,,8162
TURN,4.3307,282167,0.028,-3669595,36078,0.975,3.387,54993,0.072,0.005,-0.03893,-0.2362,-2662773,0.0,0.0,43254524,10000100,0.1191,0.8623457,-11.787,6m,0,0,,0,,,0,0,,1191016
TVGNW,0.0889,2606619,0.105,-9747986,93508248,0.039,0.041,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
TWLV,10.74,278839,0.021,,736921,0.1,0.126,,,,-0.00453,,300147,0.0,0.0,139802368,12998500,0.71431,,,6m,0,0,,0,,,0,0,,9284983
TWLVW,0.1645,278839,0.021,,736921,0.1,0.126,,,,-0.00453,,300147,0.0,0.0,,,,41.124996,,6m,0,0,,0,,,0,0,,0
TWN,40.66,31615896,4.257,,0,11.631,11.651,5426051,,0.731,0.00736,0.28,,0.0,13.388261,263696368,7427370,0.0,1.023408,,6m,0,0,,0,,,0,0,,0
TWO^A
TWO^B
TWO^C
TWOU,0.4564,60689000,0.738,122646000,994969024,0.79,0.97,945953024,454.23,11.694,0.0028,-0.88155,13640375,0.12965,-0.33575,968632064,82260600,0.04363,0.17138565,7.898,6m,7,573747,0.19,1,2300,0.0,8,571447,0.189,3589030
TXMD,2.61,10166000,0.961,51596000,8204000,0.916,1.202,69366000,29.246,6.901,0.34573,,43258376,0.74382,0.98473,26485396,10575200,0.04124,0.9837918,0.513,6m,3,1259717,0.0,1,19050,0.0,4,1240667,-1.5419999,436122
TY^
UAMY,0.2345,13124848,0.122,-3254886,241956,11.343,12.994,8448004,0.832,0.079,-0.07902,-0.11322,-5283278,-0.38528,-0.42016998,11454681,107647000,0.03695,0.86851853,-3.519,6m,0,0,,0,,,0,0,,3977568
UAVS,1.155,1600143,0.271,-15372792,8507497,0.459,1.358,15293073,25.443,3.158,-0.15925999,-1.0619999,-5487419,-1.00521,0.0,13862212,7126010,0.10689,0.20359598,-0.902,6m,46,4525072,0.0,26,1411982,0.0,72,3113090,-1.2540001,630003
UBX,1.67,45939000,3.142,-43504000,27793000,5.52,5.738,0,76.764,0.0,-0.27267998,-0.91541,-20424624,0.0,0.0,6124314,16785000,0.01133,0.6742026,-0.141,6m,0,0,,0,,,0,0,,165652
UG,8.25,8044978,1.751,2824411,0,6.692,7.882,11041087,,2.403,0.14243001,0.24422,1678174,0.25581,0.22851999,30041926,4594320,0.36386,3.5591025,10.637,6m,0,0,,0,,,0,0,,1671689
UGRO,2.0912,4770430,0.409,-13415362,4229360,0.986,1.088,73864528,17.504,6.825,-0.15998,-0.58824,-6715055,-0.18162,-0.24555,23500324,11670600,0.21923,1.0102416,-1.752,6m,0,0,,0,,,0,0,,2558541
UHGWW
UK,2.42,58274000,107.395,-124311000,269001984,0.375,0.523,633516032,825.691,1556.569,-0.09165,-1.33616,70107624,-0.19622,-0.15915,223217984,503229,0.06561,0.061323266,-1.796,6m,0,0,,0,,,0,0,,35600
ULY,3.095,8673000,0.66,-20945000,130580000,0.248,0.268,191568000,,1080.748,,,,-0.10933,-0.45016,206591888,13133900,0.07801,,-9.864,6m,0,0,,0,,,0,0,,1024572
UMH^D
UPXI,0.5458,1844420,0.088,-559300,30122598,0.298,0.931,91891616,118.301,4.529,-0.05767,-0.65066004,-9067743,-0.0060900003,-0.22632,39726060,20889400,0.26944,0.43733972,-71.028,6m,0,0,,0,,,0,0,,5628435
USA,6.81,,,,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,,0.0,10.43141,,270856992,0.001,1.0612435,,6m,0,0,,0,,,0,0,,270856
USAU,3.6231,3963551,0.425,-9034404,76976,8.126,9.19,,0.473,,-0.26687,-0.37963,-4098015,0.0,0.0,29662960,9332280,0.10207,2.076275,-3.283,6m,0,0,,0,,,0,0,,952545
USB^A
USB^H
USB^P
USB^Q
USB^R
USB^S
USCT,11.06,91533,0.012,,412941,0.095,0.178,,,,-0.025810001,,-3127117,0.0,0.0,87040392,7794240,0.65065,,,6m,0,0,,0,,,0,0,,5120118
USCTW,0.0298,91533,0.012,,412941,0.095,0.178,,,,-0.025810001,,-3127117,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
USEG,1.02,2135000,0.084,4071000,12837000,0.499,0.551,33031000,19.399,1.31,-0.07279,-0.19606,6295500,0.12325,-0.43477002,36973768,25506600,0.52856,0.3932151,9.082,6m,0,0,,0,,,0,0,,13481752
USGOW
USIO,1.85,7396285,0.281,889649,2717609,0.111,1.066,81933888,18.257,4.053,-0.00696,-0.04513,3437644,0.01086,-0.00796,44252876,26307300,0.35641998,3.2801418,49.742,6m,0,0,,0,,,0,0,,9376442
UTF,22.3,7434483,0.077,,950000000,0.029,0.049,122915832,42.303,1.278,0.01716,-0.0148,60759852,0.0,-0.28186,3072514816,96203696,0.0,0.95531845,,6m,0,0,,0,,,0,0,,0
UTG,26.5011,994518,0.013,,520000000,0.011,0.011,88701968,27.458,1.149,0.01761,-0.03825,34906928,0.0,-0.83844,2549451520,79037504,0.00024000001,1.0803547,,6m,0,0,,0,,,0,0,,18528
UUU,1.4423,39178,0.017,518744,1331204,0.995,2.542,20998972,24.472,9.079,0.03511,0.06953,1371136,0.0247,0.01741,4622583,2312890,0.10714,0.6132228,8.911,6m,0,0,,0,,,0,0,,247802
VBF,15.3047,32262,0.003,,0,8.609,8.691,9861719,,0.864,0.029679999,0.00101,,0.0,0.01908,175469248,11418400,2.0000001e-05,0.9643793,,6m,0,0,,0,,,0,0,,228
VBIV,0.586,35454000,1.497,-62350000,52719000,0.509,0.65,8122000,265.106,0.689,-0.29503,-2.19789,-45760500,0.0,0.0,31032288,23687700,0.09192,0.68779343,-0.498,6m,0,0,,0,,,0,0,,2177373
VCNX,7.7498,127000,0.142,-22879000,307000,0.167,0.347,795000,,2.987,-2.57565,-17.97632,-10681625,0.0,0.0,7498082,1166630,0.09182,,-0.328,6m,41,45131660,0.0,2,4483,0.0,43,45127177,-1.002,81944
VEEE,1.2031,23275020,2.445,-10811885,4452094,4.465,6.143,33750992,12.644,3.548,-0.18613,-0.28781,-9828740,-0.32034,-0.20948,2509028,9520000,0.24799,0.44264165,-0.232,6m,0,0,,0,,,0,0,,2360864
VERB,0.1588,918000,0.056,-20487000,3002000,0.109,0.156,9466000,,2.243,-0.64377,-4.45685,-10361750,-2.16427,0.0,4584623,21231400,0.048249997,,-0.224,6m,0,0,,0,,,0,0,,791699
VERBW,0.0034,918000,0.056,-20487000,3002000,0.109,0.156,9466000,,2.243,-0.64377,-4.45685,-10361750,-2.16427,0.0,,12055500,,,,6m,0,0,,0,,,0,0,,0
VERO,0.795,4926000,0.891,-25352000,83868000,1.575,2.76,82508000,,15.765,-0.16832,,-13428375,-0.30727,-0.43694,84014664,6355230,0.08016,,-3.314,6m,0,0,,0,,,0,0,,443216
VFL,10.3598,,,,99000000,10.408,10.408,12719726,78.565,1.036,0.01428,0.0115,4317822,0.0,0.16291,,12278000,8.0000005e-05,1.0094321,,6m,0,0,,0,,,0,0,,982
VGASW
VGI,7.53,,,,,,,,,,,,,0.0,0.0,,11313100,0.00042,,,6m,0,0,,0,,,0,0,,0
VGZ,0.4375,4848000,0.04,-6590000,0,5.136,5.435,,,,-0.42236,-0.72494006,-3527375,0.0,0.0,44798284,121088000,0.036259998,8.101851,-6.798,6m,0,0,,0,,,0,0,,4390668
VHC,6.0899,61028000,16.866,-28406000,8000,38.12,38.394,12000,0.013,0.003,-0.14723,-0.37848,-15119125,0.0,0.0,-39273228,3618430,0.12488,0.35363218,1.383,6m,82,1821089,0.0,13,643717,0.0,95,1177372,-1.623,451869
VIEW,1.59,50618000,12.446,-202028992,231392992,1.301,1.82,128840000,,33.04,-0.37726003,-3.8798099,-138024368,-1.56806,0.0,187038240,4067040,0.02622,,-0.926,6m,0,0,,0,,,0,0,,106637
VIEWW,0.0051,50618000,12.446,-202028992,231392992,1.301,1.82,128840000,,33.04,-0.37726003,-3.8798099,-138024368,-1.56806,0.0,,,,,,6m,0,0,,0,,,0,0,,0
VINO,0.5295,201108,0.082,-7635836,5212133,0.198,0.829,1994591,66.066,2.588,-0.22653,-1.47715,-3127383,0.0,0.0,6373551,7349510,0.041500002,0.07111201,-0.835,6m,0,0,,0,,,0,0,,102195
VIRI,0.3625,4786117,0.249,,0,,,,,,,-0.87622,,0.0,0.0,1607518,19257900,0.09712,1.4676114,,6m,0,0,,0,,,0,0,,1870330
VIRX,0.9199,63113000,1.634,-48280000,25560000,1.741,1.769,,85.177,,-0.40960997,-0.97360003,-20809000,0.0,0.0,4383753,38624600,0.02932,1.4463837,-0.091,6m,7,182284,0.19,2,7125,0.0069999998,9,175159,0.183,1132471
VISL,3.5,18160000,7.606,-12006000,1394000,3.314,5.333,27063000,3.608,11.391,-0.15672,-0.28293,-2195750,-0.44362998,-0.45305002,-8410118,2387460,0.09823,0.21628971,0.7,6m,0,0,,0,,,0,0,,234520
VIVK,0.8928,1860199,0.071,-3158039,41073536,0.225,0.271,61790164,171.839,3.417,-0.046279997,-0.64706004,-1993406,-0.05111,-0.31152,75430448,26220500,0.58472997,1.1701179,-23.885,6m,0,0,,0,,,0,0,,15331917
VLCN,0.88,2425820,16.008,-25563108,31066936,0.073,0.372,2928809,,24.653,-0.72788,,-19739410,0.0,0.0,28792654,15630000,0.02566,,-1.126,6m,0,0,,0,,,0,0,,3888
VLT,10.6281,399529,0.061,,30550000,0.077,0.083,7268904,41.089,1.119,0.036140002,0.05487,7196117,0.0,0.57386,99029664,6498040,0.00031,0.92886734,,6m,0,0,,0,,,0,0,,2014
VMCA,11.33,624847,0.053,,1656344,0.153,0.205,,,,,,,0.0,0.0,133742144,6210720,0.0,,,6m,0,0,,0,,,0,0,,0
VNO^L
VNO^M
VNO^N
VNO^O
VOYA^B
VRAR,1.3902,5220653,0.311,-9294545,736497,1.067,1.187,11762098,4.977,0.784,-0.21200001,-1.10867,2288207,-0.79021,-2.15495,19710110,16801600,0.2935,1.5708475,-2.121,6m,0,0,,0,,,0,0,,4931262
VRM,11.55,213848992,122.401,-183922000,1261986048,0.772,1.231,866627968,488.631,499.186,-0.08213,-0.56711,-152043504,-0.21223,-0.23015,1067267904,1791310,0.01496,0.07812289,-5.803,6m,70,60661475,0.0,48,7500056,0.0,118,53161419,-1.0,26136
VRME,1.14,3105000,0.311,-2075000,3606000,1.477,1.545,26303000,30.305,2.74,-0.10958,-0.26155,184375,-0.078889996,-0.12485,11791741,9991810,0.19351,0.951586,-5.683,6m,0,0,,0,,,0,0,,1933514
VRMEW,0.039,3105000,0.311,-2075000,3606000,1.477,1.545,26303000,30.305,2.74,-0.10958,-0.26155,184375,-0.078889996,-0.12485,,,,,,6m,0,0,,0,,,0,0,,0
VRPX,4.1515,12152993,10.375,,0,1.86,1.996,,,,-0.49844003,-1.04998,-3934564,0.0,0.0,-7115852,1171430,0.49019,0.7474793,,6m,0,0,,0,,,0,0,,574222
VSAC,11.21,25000,0.006,,25000,0.001,2.066,,102.237,,,,,0.0,0.0,48772076,1820760,0.25962,,,6m,0,0,,0,,,0,0,,1129545
VSACU,11.35,25000,0.006,,25000,0.001,2.066,,102.237,,,,,0.0,0.0,48598044,,0.0,,,6m,0,0,,0,,,0,0,,0
VSACW,0.026,25000,0.006,,25000,0.001,2.066,,102.237,,,,,0.0,0.0,,,,2.3636365,,6m,0,0,,0,,,0,0,,0
VTVT,14.2689,8253000,4.051,-27048000,851000,0.803,0.985,9000,,0.004,-0.67253,,-920750,0.0,0.0,31859630,2084970,0.53266996,,-1.178,6m,87,55507504,0.0,1,87000,0.0,88,55420504,-1.02,1085096
VVOS,5.1287,988000,0.825,-18585000,2104000,0.17,0.277,14503000,4573.913,12.635,-0.83686996,-3.11342,-6450250,-1.2814599,-1.06275,7150180,1331980,0.1522,134.96579,-0.385,6m,0,0,,0,,,0,0,,182222
VVR,4.1499,7672756,0.05,,346885184,1.349,1.427,99740184,54.966,0.652,0.053049996,0.095419995,-4234715,0.0,0.61476004,974289984,153031008,0.0,1.0062803,,6m,0,0,,0,,,0,0,,0
VWE,0.4825,23339000,0.392,-18410000,341464992,0.296,1.37,262622000,214.684,4.433,-0.03937,-0.80232,-4302125,-0.0701,-0.78271,345453344,59626400,0.49047002,0.1800373,-18.764,6m,0,0,,0,,,0,0,,29215236
VWEWW,0.009,23339000,0.392,-18410000,341464992,0.296,1.37,262622000,214.684,4.433,-0.03937,-0.80232,-4302125,-0.0701,-0.78271,,,,0.0014967569,,6m,0,0,,0,,,0,0,,0
VYNE,2.235,93253000,6.614,-29186000,214000,12.371,12.731,424000,0.241,0.041,-0.26417,-0.46396,-12246250,0.0,0.0,-61316504,14098900,0.13656999,0.35510007,2.101,6m,0,0,,0,,,0,0,,1925485
WAL^A
WATT,1.9901,16578659,3.182,-23154648,1436340,4.376,4.664,561705,9.55,0.13,-0.53970003,-0.94372004,-11293078,0.0,0.0,-5190529,6075850,0.02577,0.6678188,0.224,6m,6,110000,4.4110003,1,675,0.027,7,109325,4.383,134271
WAVD,2.055,877198,0.436,-5178827,947556,1.08,1.246,9121563,32.849,4.736,-0.37842998,-1.7314501,-2097962,-0.56776,-1.17465,4257772,2013180,0.15467,1.4114012,-0.822,6m,51,2851900,0.0,3,1772000,0.0,54,1079900,-1.405,311378
WAVS,10.55,302582,0.085,,201694,0.092,0.124,,,,-0.01263,,1547170,0.0,0.0,37525928,3556410,0.90036005,,,6m,0,0,,0,,,0,0,,3202049
WBS^F
WBS^G
WCC^A
WDI,14.3975,,,,,,,,,,,,,0.0,0.0,,51788200,0.0,,,6m,0,0,,0,,,0,0,,0
WEA,10.77,219449,0.018,,48968976,1.461,2.468,13556792,35.984,1.143,0.03924,0.09214,5633670,0.0,0.91523004,176660704,11865600,0.00017000001,0.9390532,,6m,0,0,,0,,,0,0,,2017
